Strain,Country,Human_subject,Study_accession,score,Sample_accession,
GUT_GENOME144584,Czech Republic,Unknown,PRJNA470577,101.6527145,SAMN09097261,
GUT_GENOME144585,Czech Republic,Unknown,PRJNA470577,101.1201981,SAMN09097257,
GUT_GENOME144586,Czech Republic,Unknown,PRJNA470577,100.4571958,SAMN09097256,
GUT_GENOME144587,Germany,Unknown,PRJNA470577,100.9148218,SAMN09097284,
GUT_GENOME144588,Germany,Unknown,PRJNA470577,100.5793728,SAMN09097268,
GUT_GENOME144589,Germany,Unknown,PRJNA470577,100.1020058,SAMN09097277,
GUT_GENOME144590,Germany,Unknown,PRJNA470577,102.2775226,SAMN09097267,
GUT_GENOME144591,Italy,Unknown,PRJNA470577,100.2887932,SAMN09097263,
GUT_GENOME144592,Czech Republic,Unknown,PRJNA470577,101.2012041,SAMN09097262,
GUT_GENOME144593,Czech Republic,Unknown,PRJNA470577,101.629201,SAMN09097260,
GUT_GENOME144594,Czech Republic,Unknown,PRJNA470577,100.4395725,SAMN09097255,
GUT_GENOME144595,Austria,Unknown,PRJNA470577,101.6953422,SAMN09097283,
GUT_GENOME144596,Italy,Unknown,PRJNA470577,102.0152604,SAMN09097281,
GUT_GENOME144597,Germany,Unknown,PRJNA470577,101.680534,SAMN09097279,
GUT_GENOME144598,Germany,Unknown,PRJNA470577,101.6666495,SAMN09097278,
GUT_GENOME144599,Czech Republic,Unknown,PRJNA470577,101.672781,SAMN09097274,
GUT_GENOME144600,Czech Republic,Unknown,PRJNA470577,101.7184952,SAMN09097273,
GUT_GENOME144601,Czech Republic,Unknown,PRJNA470577,101.9404412,SAMN09097271,
GUT_GENOME144602,Germany,Unknown,PRJNA470577,101.5270366,SAMN09097264,
GUT_GENOME144603,Czech Republic,Unknown,PRJNA470577,101.9548094,SAMN09097259,
GUT_GENOME144604,Czech Republic,Unknown,PRJNA470577,100.401121,SAMN09097258,
GUT_GENOME144605,Czech Republic,Unknown,PRJNA470577,100.8830515,SAMN09097254,
GUT_GENOME144606,Czech Republic,Unknown,PRJNA470577,100.6088699,SAMN09097253,
GUT_GENOME144607,United States,Unknown,PRJNA475292,100.5455184,SAMN09386318,
GUT_GENOME144608,China,Unknown,PRJNA400107,102.2579525,SAMN08148424,
GUT_GENOME144609,China,Unknown,PRJNA400107,101.8365791,SAMN08148422,
GUT_GENOME144610,China,Unknown,PRJNA400107,102.4146216,SAMN08148425,
GUT_GENOME144611,China,Unknown,PRJNA400107,100.6715083,SAMN08148423,
GUT_GENOME144612,China,Unknown,PRJNA400107,100.9860595,SAMN08148420,
GUT_GENOME144613,China,Unknown,PRJNA400107,100.2157814,SAMN08148417,
GUT_GENOME144614,China,Unknown,PRJNA400107,101.6437414,SAMN08148416,
GUT_GENOME144615,China,Unknown,PRJNA400107,99.13285284,SAMN08148415,
GUT_GENOME144616,China,Unknown,PRJNA400107,102.1168246,SAMN08148414,
GUT_GENOME144617,China,Unknown,PRJNA400107,98.9310302,SAMN08148413,
GUT_GENOME144618,China,Unknown,PRJNA400107,101.5664708,SAMN08148412,
GUT_GENOME144619,China,Unknown,PRJNA400107,100.8889064,SAMN08148410,
GUT_GENOME144620,China,Unknown,PRJNA400107,97.23202868,SAMN08148409,
GUT_GENOME144621,China,Unknown,PRJNA400107,100.1160722,SAMN08148408,
GUT_GENOME144622,China,Unknown,PRJNA400107,101.7581426,SAMN08148407,
GUT_GENOME144623,China,Unknown,PRJNA400107,102.3822186,SAMN08148402,
GUT_GENOME144624,China,Unknown,PRJNA400107,99.54639207,SAMN08148401,
GUT_GENOME144625,China,Unknown,PRJNA400107,99.07578158,SAMN08148398,
GUT_GENOME144626,China,Unknown,PRJNA400107,100.6720405,SAMN08148397,
GUT_GENOME144627,China,Unknown,PRJNA400107,100.6720405,SAMN08148396,
GUT_GENOME144628,China,Unknown,PRJNA400107,101.8884815,SAMN08148394,
GUT_GENOME144629,China,Unknown,PRJNA400107,101.3414986,SAMN08148391,
GUT_GENOME144630,China,Unknown,PRJNA400107,102.3797425,SAMN08148390,
GUT_GENOME144631,China,Unknown,PRJNA400107,102.2001301,SAMN08148389,
GUT_GENOME144632,China,Unknown,PRJNA400107,99.01093638,SAMN08148388,
GUT_GENOME144633,China,Unknown,PRJNA400107,99.36128937,SAMN08148383,
GUT_GENOME144634,China,Unknown,PRJNA400107,101.1750936,SAMN08148380,
GUT_GENOME144635,China,Unknown,PRJNA400107,101.5296973,SAMN08148378,
GUT_GENOME144636,China,Unknown,PRJNA400107,101.4989484,SAMN08148377,
GUT_GENOME144637,China,Unknown,PRJNA400107,96.45073133,SAMN08148376,
GUT_GENOME144638,China,Unknown,PRJNA400107,102.2300042,SAMN08148374,
GUT_GENOME144639,China,Unknown,PRJNA400107,102.2915671,SAMN08148371,
GUT_GENOME144640,China,Unknown,PRJNA400107,102.4301988,SAMN08148370,
GUT_GENOME144641,China,Unknown,PRJNA400107,101.9976586,SAMN08148369,
GUT_GENOME144642,China,Unknown,PRJNA400107,101.5667851,SAMN08148367,
GUT_GENOME144643,China,Unknown,PRJNA400107,101.9639359,SAMN08148368,
GUT_GENOME144644,China,Unknown,PRJNA400107,101.4577514,SAMN08148366,
GUT_GENOME144645,China,Unknown,PRJNA400107,102.367364,SAMN08148361,
GUT_GENOME144646,China,Unknown,PRJNA400107,99.9150806,SAMN08148359,
GUT_GENOME144647,China,Unknown,PRJNA400107,89.91842358,SAMN08148356,
GUT_GENOME144648,China,Unknown,PRJNA400107,100.6428401,SAMN08148357,
GUT_GENOME144649,China,Unknown,PRJNA400107,100.4631173,SAMN08148355,
GUT_GENOME144650,China,Unknown,PRJNA400107,101.7784645,SAMN08148354,
GUT_GENOME144651,China,Unknown,PRJNA400107,99.32079899,SAMN08148352,
GUT_GENOME144652,China,Unknown,PRJNA400107,101.1295699,SAMN08148351,
GUT_GENOME144653,China,Unknown,PRJNA400107,101.2508367,SAMN08148349,
GUT_GENOME144654,China,Unknown,PRJNA400107,102.14217,SAMN08148348,
GUT_GENOME144655,China,Unknown,PRJNA400107,101.4212271,SAMN08148426,
GUT_GENOME144656,China,Unknown,PRJNA400107,101.6149935,SAMN08148421,
GUT_GENOME144657,China,Unknown,PRJNA400107,101.5826333,SAMN08148419,
GUT_GENOME144658,China,Unknown,PRJNA400107,99.38037729,SAMN08148418,
GUT_GENOME144659,China,Unknown,PRJNA400107,101.5664708,SAMN08148411,
GUT_GENOME144660,China,Unknown,PRJNA400107,102.0757765,SAMN08148406,
GUT_GENOME144661,China,Unknown,PRJNA400107,101.7080725,SAMN08148405,
GUT_GENOME144662,China,Unknown,PRJNA400107,97.03322169,SAMN08148404,
GUT_GENOME144663,China,Unknown,PRJNA400107,101.8989676,SAMN08148403,
GUT_GENOME144664,China,Unknown,PRJNA400107,101.1956698,SAMN08148400,
GUT_GENOME144665,China,Unknown,PRJNA400107,102.0233113,SAMN08148395,
GUT_GENOME144666,China,Unknown,PRJNA400107,102.4218315,SAMN08148399,
GUT_GENOME144667,China,Unknown,PRJNA400107,99.11549868,SAMN08148393,
GUT_GENOME144668,China,Unknown,PRJNA400107,102.3373785,SAMN08148387,
GUT_GENOME144669,China,Unknown,PRJNA400107,101.3233079,SAMN08148392,
GUT_GENOME144670,China,Unknown,PRJNA400107,99.91314832,SAMN08148386,
GUT_GENOME144671,China,Unknown,PRJNA400107,100.2750304,SAMN08148385,
GUT_GENOME144672,China,Unknown,PRJNA400107,99.88029722,SAMN08148384,
GUT_GENOME144673,China,Unknown,PRJNA400107,100.6244223,SAMN08148382,
GUT_GENOME144674,China,Unknown,PRJNA400107,100.5870251,SAMN08148381,
GUT_GENOME144675,China,Unknown,PRJNA400107,101.4121982,SAMN08148379,
GUT_GENOME144676,China,Unknown,PRJNA400107,101.9826272,SAMN08148375,
GUT_GENOME144677,China,Unknown,PRJNA400107,99.37128789,SAMN08148373,
GUT_GENOME144678,China,Unknown,PRJNA400107,102.3359524,SAMN08148372,
GUT_GENOME144679,China,Unknown,PRJNA400107,102.0080889,SAMN08148365,
GUT_GENOME144680,China,Unknown,PRJNA400107,102.3133009,SAMN08148364,
GUT_GENOME144681,China,Unknown,PRJNA400107,101.9108834,SAMN08148363,
GUT_GENOME144682,China,Unknown,PRJNA400107,101.4170083,SAMN08148362,
GUT_GENOME144683,China,Unknown,PRJNA400107,99.46407231,SAMN08148360,
GUT_GENOME144684,China,Unknown,PRJNA400107,101.1762288,SAMN08148358,
GUT_GENOME144685,China,Unknown,PRJNA400107,101.0053574,SAMN08148353,
GUT_GENOME144686,China,Unknown,PRJNA400107,100.8886767,SAMN08148350,
GUT_GENOME144687,China,Unknown,PRJNA400107,100.3091291,SAMN08148347,
GUT_GENOME144688,China,Unknown,PRJNA400107,101.3910685,SAMN08148346,
GUT_GENOME144689,China,Unknown,PRJNA400107,102.3209457,SAMN07556692,
GUT_GENOME144690,China,Unknown,PRJNA400107,100.7428642,SAMN07556693,
GUT_GENOME144691,China,Unknown,PRJNA400107,102.3003286,SAMN07556691,
GUT_GENOME144692,China,Unknown,PRJNA400107,99.0628593,SAMN07556690,
GUT_GENOME144693,China,Unknown,PRJNA400107,102.4416373,SAMN07556689,
GUT_GENOME144694,China,Unknown,PRJNA400107,101.9909066,SAMN07556688,
GUT_GENOME144695,China,Unknown,PRJNA400107,102.4358857,SAMN07556687,
GUT_GENOME144696,China,Unknown,PRJNA400107,100.9481664,SAMN07556686,
GUT_GENOME144697,China,Unknown,PRJNA400107,101.2892015,SAMN07556684,
GUT_GENOME144698,China,Unknown,PRJNA400107,102.3454273,SAMN07556682,
GUT_GENOME144699,China,Unknown,PRJNA400107,100.2125844,SAMN07556683,
GUT_GENOME144700,China,Unknown,PRJNA400107,99.15831857,SAMN07556681,
GUT_GENOME144701,China,Unknown,PRJNA400107,101.8196174,SAMN07556680,
GUT_GENOME144702,China,Unknown,PRJNA400107,100.4350034,SAMN07556679,
GUT_GENOME144703,China,Unknown,PRJNA400107,98.69753686,SAMN07556678,
GUT_GENOME144704,China,Unknown,PRJNA400107,99.60227296,SAMN07556677,
GUT_GENOME144705,China,Unknown,PRJNA400107,101.8772232,SAMN07556676,
GUT_GENOME144706,China,Unknown,PRJNA400107,102.0436025,SAMN07556675,
GUT_GENOME144707,China,Unknown,PRJNA400107,102.4156234,SAMN07556674,
GUT_GENOME144708,China,Unknown,PRJNA400107,100.3164848,SAMN07556673,
GUT_GENOME144709,China,Unknown,PRJNA400107,97.39263706,SAMN07556672,
GUT_GENOME144710,China,Unknown,PRJNA400107,101.6393918,SAMN07556671,
GUT_GENOME144711,China,Unknown,PRJNA400107,100.5796786,SAMN07556670,
GUT_GENOME144712,China,Unknown,PRJNA400107,102.3126578,SAMN07556669,
GUT_GENOME144713,China,Unknown,PRJNA400107,100.834127,SAMN07556668,
GUT_GENOME144714,China,Unknown,PRJNA400107,102.4228218,SAMN07556663,
GUT_GENOME144715,China,Unknown,PRJNA400107,101.6242237,SAMN07556665,
GUT_GENOME144716,China,Unknown,PRJNA400107,102.2502211,SAMN07556667,
GUT_GENOME144717,China,Unknown,PRJNA400107,102.2338237,SAMN07556664,
GUT_GENOME144718,China,Unknown,PRJNA400107,100.7443783,SAMN07556662,
GUT_GENOME144719,China,Unknown,PRJNA400107,100.8592284,SAMN07556661,
GUT_GENOME144720,China,Unknown,PRJNA400107,98.95919181,SAMN07556658,
GUT_GENOME144721,China,Unknown,PRJNA400107,101.4956535,SAMN07556659,
GUT_GENOME144722,China,Unknown,PRJNA400107,102.2662569,SAMN07556660,
GUT_GENOME144723,China,Unknown,PRJNA400107,102.311082,SAMN07556657,
GUT_GENOME144724,China,Unknown,PRJNA400107,102.2175067,SAMN07556655,
GUT_GENOME144725,China,Unknown,PRJNA400107,101.802446,SAMN07556654,
GUT_GENOME144726,China,Unknown,PRJNA400107,101.9382016,SAMN07556651,
GUT_GENOME144727,China,Unknown,PRJNA400107,102.2752539,SAMN07556650,
GUT_GENOME144728,China,Unknown,PRJNA400107,102.3110784,SAMN07556648,
GUT_GENOME144729,China,Unknown,PRJNA400107,99.27286807,SAMN07556647,
GUT_GENOME144730,China,Unknown,PRJNA400107,101.9310278,SAMN07556649,
GUT_GENOME144731,China,Unknown,PRJNA400107,102.0145331,SAMN07556645,
GUT_GENOME144732,China,Unknown,PRJNA400107,100.6872271,SAMN07556641,
GUT_GENOME144733,China,Unknown,PRJNA400107,102.2452798,SAMN07556646,
GUT_GENOME144734,China,Unknown,PRJNA400107,102.2591287,SAMN07556644,
GUT_GENOME144735,China,Unknown,PRJNA400107,101.8194632,SAMN07556640,
GUT_GENOME144736,China,Unknown,PRJNA400107,102.1512568,SAMN07556639,
GUT_GENOME144737,China,Unknown,PRJNA400107,102.2731196,SAMN07556638,
GUT_GENOME144738,China,Unknown,PRJNA400107,101.8204712,SAMN07556637,
GUT_GENOME144739,China,Unknown,PRJNA400107,98.88876637,SAMN07556634,
GUT_GENOME144740,China,Unknown,PRJNA400107,102.2120265,SAMN07556635,
GUT_GENOME144741,China,Unknown,PRJNA400107,101.528525,SAMN07556632,
GUT_GENOME144742,China,Unknown,PRJNA400107,99.63520341,SAMN07556631,
GUT_GENOME144743,China,Unknown,PRJNA400107,102.2533712,SAMN07556628,
GUT_GENOME144744,China,Unknown,PRJNA400107,101.5048292,SAMN07556627,
GUT_GENOME144745,China,Unknown,PRJNA400107,99.56221033,SAMN07556625,
GUT_GENOME144746,China,Unknown,PRJNA400107,96.92810964,SAMN07556624,
GUT_GENOME144747,China,Unknown,PRJNA400107,102.4021197,SAMN07556623,
GUT_GENOME144748,China,Unknown,PRJNA400107,101.9058157,SAMN07556622,
GUT_GENOME144749,China,Unknown,PRJNA400107,101.7465324,SAMN07556619,
GUT_GENOME144750,China,Unknown,PRJNA400107,100.4227436,SAMN07556615,
GUT_GENOME144751,China,Unknown,PRJNA400107,102.2905186,SAMN07556643,
GUT_GENOME144752,China,Unknown,PRJNA400107,102.0489429,SAMN07556642,
GUT_GENOME144753,China,Unknown,PRJNA400107,101.0328658,SAMN07556636,
GUT_GENOME144754,China,Unknown,PRJNA400107,99.66999044,SAMN07556633,
GUT_GENOME144755,China,Unknown,PRJNA400107,101.3907607,SAMN07556630,
GUT_GENOME144756,China,Unknown,PRJNA400107,100.5028123,SAMN07556620,
GUT_GENOME144757,China,Unknown,PRJNA400107,102.3544387,SAMN07556621,
GUT_GENOME144758,China,Unknown,PRJNA400107,101.1750346,SAMN07556617,
GUT_GENOME144759,China,Unknown,PRJNA400107,101.7403041,SAMN07556616,
GUT_GENOME144760,China,Unknown,PRJNA400107,102.0001947,SAMN07556614,
GUT_GENOME144761,China,Unknown,PRJNA400107,102.5490163,SAMN07556612,
GUT_GENOME144762,China,Unknown,PRJNA400107,101.6199769,SAMN07556610,
GUT_GENOME144763,China,Unknown,PRJNA400107,102.5006367,SAMN07556608,
GUT_GENOME144764,China,Unknown,PRJNA400107,101.4722088,SAMN07556607,
GUT_GENOME144765,China,Unknown,PRJNA400107,102.358748,SAMN07556606,
GUT_GENOME144766,China,Unknown,PRJNA400107,102.0453575,SAMN07556603,
GUT_GENOME144767,China,Unknown,PRJNA400107,100.091391,SAMN07556602,
GUT_GENOME144768,China,Unknown,PRJNA400107,97.58579717,SAMN07556601,
GUT_GENOME144769,China,Unknown,PRJNA400107,101.5715233,SAMN07556597,
GUT_GENOME144770,China,Unknown,PRJNA400107,101.5189833,SAMN07556596,
GUT_GENOME144771,China,Unknown,PRJNA400107,102.0968894,SAMN07556595,
GUT_GENOME144772,China,Unknown,PRJNA400107,98.68513016,SAMN07556594,
GUT_GENOME144773,China,Unknown,PRJNA400107,101.7979316,SAMN07556593,
GUT_GENOME144774,China,Unknown,PRJNA400107,100.9813209,SAMN07556592,
GUT_GENOME144775,China,Unknown,PRJNA400107,102.2510954,SAMN07556590,
GUT_GENOME144776,China,Unknown,PRJNA400107,101.2446749,SAMN07556588,
GUT_GENOME144777,China,Unknown,PRJNA400107,102.0635473,SAMN07556587,
GUT_GENOME144778,China,Unknown,PRJNA400107,101.7213018,SAMN07556586,
GUT_GENOME144779,China,Unknown,PRJNA400107,101.5425871,SAMN07556584,
GUT_GENOME144780,China,Unknown,PRJNA400107,100.6545947,SAMN07556581,
GUT_GENOME144781,China,Unknown,PRJNA400107,99.9689687,SAMN07556583,
GUT_GENOME144782,China,Unknown,PRJNA400107,101.4315153,SAMN07556579,
GUT_GENOME144783,China,Unknown,PRJNA400107,102.1014497,SAMN07556578,
GUT_GENOME144784,China,Unknown,PRJNA400107,101.6370594,SAMN07556575,
GUT_GENOME144785,China,Unknown,PRJNA400107,101.8328252,SAMN07556573,
GUT_GENOME144786,China,Unknown,PRJNA400107,102.3899649,SAMN07556572,
GUT_GENOME144787,China,Unknown,PRJNA400107,101.7488628,SAMN07556571,
GUT_GENOME144788,China,Unknown,PRJNA400107,101.307682,SAMN07556570,
GUT_GENOME144789,China,Unknown,PRJNA400107,101.0713369,SAMN07556569,
GUT_GENOME144790,China,Unknown,PRJNA400107,101.3680197,SAMN07556568,
GUT_GENOME144791,China,Unknown,PRJNA400107,101.7797863,SAMN07556567,
GUT_GENOME144792,China,Unknown,PRJNA400107,101.2406825,SAMN07556565,
GUT_GENOME144793,China,Unknown,PRJNA400107,93.21764116,SAMN07556560,
GUT_GENOME144794,China,Unknown,PRJNA400107,102.2576676,SAMN07556558,
GUT_GENOME144795,China,Unknown,PRJNA400107,99.66612178,SAMN07556557,
GUT_GENOME144796,China,Unknown,PRJNA400107,102.1899997,SAMN07556555,
GUT_GENOME144797,China,Unknown,PRJNA400107,99.66272001,SAMN07556556,
GUT_GENOME144798,China,Unknown,PRJNA400107,101.3732287,SAMN07556554,
GUT_GENOME144799,China,Unknown,PRJNA400107,102.4504207,SAMN07556553,
GUT_GENOME144800,China,Unknown,PRJNA400107,102.0582092,SAMN07556552,
GUT_GENOME144801,China,Unknown,PRJNA400107,102.280019,SAMN07556549,
GUT_GENOME144802,China,Unknown,PRJNA400107,102.0452433,SAMN07556548,
GUT_GENOME144803,China,Unknown,PRJNA400107,101.8739389,SAMN07556547,
GUT_GENOME144804,China,Unknown,PRJNA400107,101.1594371,SAMN07556546,
GUT_GENOME144805,China,Unknown,PRJNA400107,101.6045947,SAMN07556545,
GUT_GENOME144806,China,Unknown,PRJNA400107,101.5997911,SAMN07556543,
GUT_GENOME144807,China,Unknown,PRJNA400107,101.5503942,SAMN07556542,
GUT_GENOME144808,China,Unknown,PRJNA400107,101.5785511,SAMN07556540,
GUT_GENOME144809,China,Unknown,PRJNA400107,101.4545049,SAMN07556539,
GUT_GENOME144810,China,Unknown,PRJNA400107,101.604602,SAMN07556537,
GUT_GENOME144811,China,Unknown,PRJNA400107,100.4201382,SAMN07556538,
GUT_GENOME144812,China,Unknown,PRJNA400107,101.1799796,SAMN07556536,
GUT_GENOME144813,China,Unknown,PRJNA400107,101.7859263,SAMN07556535,
GUT_GENOME144814,China,Unknown,PRJNA400107,102.3085913,SAMN07556532,
GUT_GENOME144815,China,Unknown,PRJNA400107,101.3124989,SAMN07556531,
GUT_GENOME144816,China,Unknown,PRJNA400107,100.4546019,SAMN07556530,
GUT_GENOME144817,China,Unknown,PRJNA400107,100.7837135,SAMN07556529,
GUT_GENOME144818,China,Unknown,PRJNA400107,100.9949266,SAMN07556528,
GUT_GENOME144819,China,Unknown,PRJNA400107,102.1818191,SAMN07556527,
GUT_GENOME144820,China,Unknown,PRJNA400107,99.43022403,SAMN07556526,
GUT_GENOME144821,China,Unknown,PRJNA400107,100.8004832,SAMN07556523,
GUT_GENOME144822,China,Unknown,PRJNA400107,101.3439142,SAMN07556520,
GUT_GENOME144823,China,Unknown,PRJNA400107,97.44276503,SAMN07556524,
GUT_GENOME144824,China,Unknown,PRJNA400107,99.86892027,SAMN07556522,
GUT_GENOME144825,China,Unknown,PRJNA400107,101.4362288,SAMN07556521,
GUT_GENOME144826,China,Unknown,PRJNA400107,99.87775386,SAMN07556519,
GUT_GENOME144827,China,Unknown,PRJNA400107,100.8120323,SAMN07556518,
GUT_GENOME144828,China,Unknown,PRJNA400107,98.7187612,SAMN07556516,
GUT_GENOME144829,China,Unknown,PRJNA400107,98.14134649,SAMN07556515,
GUT_GENOME144830,China,Unknown,PRJNA400107,101.7807029,SAMN07556517,
GUT_GENOME144831,China,Unknown,PRJNA400107,102.4015066,SAMN07556514,
GUT_GENOME144832,China,Unknown,PRJNA400107,100.9465052,SAMN07556513,
GUT_GENOME144833,China,Unknown,PRJNA400107,99.52615355,SAMN07556511,
GUT_GENOME144834,China,Unknown,PRJNA400107,102.1542877,SAMN07556510,
GUT_GENOME144835,China,Unknown,PRJNA400107,99.7783141,SAMN07556509,
GUT_GENOME144836,China,Unknown,PRJNA400107,101.655746,SAMN07556508,
GUT_GENOME144837,China,Unknown,PRJNA400107,100.274841,SAMN07556507,
GUT_GENOME144838,China,Unknown,PRJNA400107,101.6574099,SAMN07556504,
GUT_GENOME144839,China,Unknown,PRJNA400107,101.332907,SAMN07556505,
GUT_GENOME144840,China,Unknown,PRJNA400107,101.5418981,SAMN07556500,
GUT_GENOME144841,China,Unknown,PRJNA400107,99.58963784,SAMN07556499,
GUT_GENOME144842,China,Unknown,PRJNA400107,101.524703,SAMN07556496,
GUT_GENOME144843,China,Unknown,PRJNA400107,100.2616559,SAMN07556493,
GUT_GENOME144844,China,Unknown,PRJNA400107,101.3267104,SAMN07556490,
GUT_GENOME144845,China,Unknown,PRJNA400107,101.7000197,SAMN07556486,
GUT_GENOME144846,China,Unknown,PRJNA400107,100.938899,SAMN07556485,
GUT_GENOME144847,China,Unknown,PRJNA400107,101.5984981,SAMN07556483,
GUT_GENOME144848,China,Unknown,PRJNA400107,100.9814401,SAMN07556484,
GUT_GENOME144849,China,Unknown,PRJNA400107,99.47010213,SAMN07556482,
GUT_GENOME144850,China,Unknown,PRJNA400107,101.5293701,SAMN07556481,
GUT_GENOME144851,China,Unknown,PRJNA400107,99.9372378,SAMN07556477,
GUT_GENOME144852,China,Unknown,PRJNA400107,100.9986448,SAMN07556480,
GUT_GENOME144853,China,Unknown,PRJNA400107,99.9372378,SAMN07556476,
GUT_GENOME144854,China,Unknown,PRJNA400107,101.8139214,SAMN07556611,
GUT_GENOME144855,China,Unknown,PRJNA400107,102.2478636,SAMN07556609,
GUT_GENOME144856,China,Unknown,PRJNA400107,100.6535141,SAMN07556605,
GUT_GENOME144857,China,Unknown,PRJNA400107,101.6225628,SAMN07556604,
GUT_GENOME144858,China,Unknown,PRJNA400107,102.4867889,SAMN07556600,
GUT_GENOME144859,China,Unknown,PRJNA400107,100.4968629,SAMN07556599,
GUT_GENOME144860,China,Unknown,PRJNA400107,82.72889473,SAMN07556598,
GUT_GENOME144861,China,Unknown,PRJNA400107,102.4252033,SAMN07556591,
GUT_GENOME144862,China,Unknown,PRJNA400107,102.2396323,SAMN07556589,
GUT_GENOME144863,China,Unknown,PRJNA400107,99.52251482,SAMN07556580,
GUT_GENOME144864,China,Unknown,PRJNA400107,98.15879093,SAMN07556574,
GUT_GENOME144865,China,Unknown,PRJNA400107,102.2045917,SAMN07556582,
GUT_GENOME144866,China,Unknown,PRJNA400107,101.6507314,SAMN07556576,
GUT_GENOME144867,China,Unknown,PRJNA400107,101.3077863,SAMN07556566,
GUT_GENOME144868,China,Unknown,PRJNA400107,101.9230746,SAMN07556564,
GUT_GENOME144869,China,Unknown,PRJNA400107,98.7304064,SAMN07556562,
GUT_GENOME144870,China,Unknown,PRJNA400107,102.0310948,SAMN07556559,
GUT_GENOME144871,China,Unknown,PRJNA400107,100.6495743,SAMN07556563,
GUT_GENOME144872,China,Unknown,PRJNA400107,102.2773443,SAMN07556561,
GUT_GENOME144873,China,Unknown,PRJNA400107,101.270269,SAMN07556551,
GUT_GENOME144874,China,Unknown,PRJNA400107,102.3216367,SAMN07556550,
GUT_GENOME144875,China,Unknown,PRJNA400107,102.2404525,SAMN07556544,
GUT_GENOME144876,China,Unknown,PRJNA400107,102.3001884,SAMN07556534,
GUT_GENOME144877,China,Unknown,PRJNA400107,102.0471169,SAMN07556533,
GUT_GENOME144878,China,Unknown,PRJNA400107,100.0646124,SAMN07556512,
GUT_GENOME144879,China,Unknown,PRJNA400107,100.235718,SAMN07556503,
GUT_GENOME144880,China,Unknown,PRJNA400107,100.7856547,SAMN07556502,
GUT_GENOME144881,China,Unknown,PRJNA400107,100.9310261,SAMN07556501,
GUT_GENOME144882,China,Unknown,PRJNA400107,101.0045258,SAMN07556525,
GUT_GENOME144883,China,Unknown,PRJNA400107,99.81087887,SAMN07556498,
GUT_GENOME144884,China,Unknown,PRJNA400107,100.2299023,SAMN07556506,
GUT_GENOME144885,China,Unknown,PRJNA400107,101.2547386,SAMN07556497,
GUT_GENOME144886,China,Unknown,PRJNA400107,101.0164164,SAMN07556491,
GUT_GENOME144887,China,Unknown,PRJNA400107,101.0424542,SAMN07556489,
GUT_GENOME144888,China,Unknown,PRJNA400107,101.465386,SAMN07556495,
GUT_GENOME144889,China,Unknown,PRJNA400107,101.2249598,SAMN07556488,
GUT_GENOME144890,China,Unknown,PRJNA400107,100.2110889,SAMN07556494,
GUT_GENOME144891,China,Unknown,PRJNA400107,101.2415051,SAMN07556492,
GUT_GENOME144892,China,Unknown,PRJNA400107,101.3613963,SAMN07556487,
GUT_GENOME144893,China,Unknown,PRJNA400107,101.5332147,SAMN07556479,
GUT_GENOME144894,China,Unknown,PRJNA400107,99.43481344,SAMN07556478,
GUT_GENOME144895,Australia,Unknown,PRJNA430462,98.54110079,SAMN08374142,
